created_on,content
2020-11-27T16:32:24.453Z,fuck if you going to run on first get more blockers if not throw that bitch
2022-03-30T15:22:51.591Z,everywhere they are at least of the population not to mention all the nigger sponges they r importing from afrikanda
2020-09-23T13:21:56.218Z,hey when you are feeling sad about yourself and your body and your self worth listening to yusuf islam cat stevens is a trip
2020-11-26T03:57:57.077Z,is this a fucking wind up
2020-11-16T11:02:25.103Z,the nigger that shot up the church was an immigrant from from sudan
2021-11-20T18:36:47.749Z,ramadan kareem to you all both muslims and non muslims may this month brings peace happiness and brings people together
2022-04-16T07:17:02.136Z,hadez do not want to talk to you bitches stop suzi
2021-03-01T19:40:17.523Z,idiots feeding the zog use bitchute or pew tube do not support these kike rapists
2021-03-07T14:41:21.698Z,obama for eight years worked e to destroy american obama sided with criminals and the illegal border crashers so here we are with violence everywhere in the streets and for god sake europe applauding the idea of killing an american president
2021-09-24T09:12:51.051Z,even queers like beers international beer day
2021-04-13T01:03:18.156Z,it was a small point the bigger point he was getting at was super elite jews were willing to finance wars that would victimize their own people to demonize christendom as a war mongering faith and establish a jewish state of israel balfour declaration
2022-04-04T03:01:56.086Z,whites are better than jews and arabs yeah that odin does a much better job than yhwh
2020-06-25T15:48:50.480Z,she is hoping some bluegum will rape her dried up old liberal ass
2022-03-28T04:09:27.815Z,this sperging alt right retard accused me of being a subversive jew now he is claiming that i am sarcuck the fuckwad i wish i was making something like that up where it makes whites look bad but i am not
2020-10-12T17:35:12.561Z,fucking ass eaters with whole cities full of coons and you think britan has a problem detroit is a shithole fix your shit up yankee
2020-07-10T17:08:23.370Z,son i fucking hate being single
2021-09-29T19:19:17.341Z,nobody is going to hate you you are an awesome resistor
2022-03-29T20:33:41.249Z,so he admits to his inner retard that can not cope with facts not aligning with his feelinz priceless
2020-08-19T03:59:35.478Z,even worse i have read comments defending this vid stating the message is anti violence against all stfu with that noise
2021-08-02T07:27:58.028Z,the nigga on the right is a fucking god
2021-05-29T11:58:11.795Z,and to gain sympathy for queers in conservative circles
2022-01-01T06:11:31.764Z,this whole winestain misspelling intentional thing takes me back to a simpler time when men sexually assaulted women instead of kids them were the good ole days
2020-06-13T09:56:04.828Z,see only what you want to see faggot that your choice but facts are facts and faggots like you will always deny them
2021-02-05T19:58:18.045Z,my mama told me it wrong to hate people so i just want you all to know i do not hate jews niggers faggots dykes fat bitch feminest cucks ragheads or illegals but i really really really fucking dislike them they should all die of ghoneria and rot in hell
2021-10-19T01:22:04.883Z,there are three very real victims of a hate crime here all three are white boys call it out
2021-07-04T11:21:35.687Z,it still valid but screaming cuck at everyone you disagree with is just retarded and makes you sound like a child but less hot
2020-06-05T09:55:32.793Z,hey i have a rd account but my links are all white and i can not tell which links are rd and the free ones how do i change the color of the links are the links the deb ones thanks for any help
2021-08-11T10:45:27.924Z,the home minister is creating a system of second class citizens within our country muslim refugee is no different from a hindu christian one no divide and rule
2021-08-29T03:10:53.990Z,that taimi app is clearly not for lesbians lol they have bear and twink and bisexual and chaser as options to describe yourself but not lesbian or dyke
2021-02-12T12:14:10.149Z,dear sweden your cars are getting torched cities burn your women get raped and your children will not have a safe christian nation in the future due to your planned muslim invasion on the bright side at least no one will call you racists maga cuck sweden banislam
2021-08-31T11:51:09.847Z,fuck all niggers they can burn in hell fuck rosa parks i slap that bitch well niggers need to learn niggers need to burn stupid ass bitch stupid ass black fucks fuck niggers
2021-04-10T18:48:30.370Z,why not when akbaruddin suar can speak about hindus genocide will kill all hindus then a home minister of national can speak about illegal immigrants
2020-05-04T02:36:18.159Z,putin makes a great point if the refugees were really just seeking shelter however one of the goals of islam is to rule the world the refugee crisis was created intentionally and is nothing more than a form of jihad putin understands this and knows obama supports it speakfreely
2021-03-08T18:18:18.375Z,but i do remember the time two white boys raped murdered my niece then torched her body then bragged about it on facebook does that count oh but she was white too so perhaps not
2022-03-31T04:22:31.296Z,missing muslim teen maarib al hishmawi has been found i reported on her honor violence disappearance last month she told authorities that her parents poured hot cooking oil on her and hit her with broomsticks when she objected to an arranged marriage
2021-09-30T07:28:34.472Z,fuck you all dykes
2020-11-10T18:17:43.007Z,protecting illegal aliens and not men and women in blue
2021-08-27T01:11:06.942Z,this obnoxious nigger bitch on tucker show deserves a noose put around her neck and hanged until she dead
2021-07-13T09:37:25.896Z,so we are just going to pretend that every illegal immigrant comes to america with good intentions are we going to pretend that they are all innocent dreams ignorance is bliss i suppose daca
2021-06-27T08:34:01.663Z,sudden death omg by tyler glenn really is that bitch
2021-10-19T05:22:19.874Z,now how about all of the deaths attributed to illegal aliens in tx do the rest of the victims and the families that will never see loved one agains texas
2021-09-06T01:59:23.234Z,any news on that nigga lorenzo when he hitting uk
2020-11-25T14:50:40.342Z,teen choice blackpink choice international artist
2020-08-23T12:36:14.218Z,only extreme examples of i can think of is white australia and bengal feminine but we did not created the famine on purpose
2021-01-30T01:16:10.451Z,my job is not to entertain you that nigger iq can not really be helped
2020-10-05T22:01:14.826Z,thank you for supporting hk standwithhk globalantichinazimarch
2022-01-04T13:31:34.568Z,white sharia is shit we are not muslims and do not want to be fuck of with that retarded idea
2021-12-03T13:40:18.796Z,cantwell is getting shit from some nigger on ra about a jew who had rung up which is funny enough but then he hangs up on him and goes go be a nigger somewhere else
2021-07-19T10:55:44.662Z,this is where corrupt gay boy obama was raised and goes back to on vacations
2021-05-24T00:27:36.725Z,not only that but these people fled their country this country was founded upon fighting the most well armed well disciplined army on the planet and freemen were victorious i see something in the shit hole refugees futures
2020-08-20T22:46:34.052Z,he should be barred from treating whites with all their sweet sweet paid up insurance money to the ghetto with you ching chong bing bong next china is a near homogeneous country that is working hard to ethnically cleanse its minorities this unit has no right tell an actually free country anything
2021-08-04T15:05:18.479Z,maybe these goys do not live in america the american flag is a great symbol but have you considered that there are other symbols of the white race worth upholding
2020-12-08T14:07:55.720Z,what a muslim does in the privacy of his own goat is disgusting better not put a picture here try not to imagine one either
2022-03-06T06:28:00.644Z,before they were hanging out in strip clubs and drinking i guess it the muzzie version of a bachelor party
2022-01-18T20:44:34.186Z,more like intermittent terrorist threats and violence from a few of his unhinged whackadoos but i am furious with the sheer irresponsibility of it
2022-03-14T05:52:11.664Z,both dialogues sound like something black people would say not whites
2021-05-25T20:47:32.581Z,who dat bitch is
2020-10-09T17:10:45.415Z,chan was both then they went far left and the right went to chan both sites are riddled with evidence of people being doxxed for the most retarded shit both sides do it to the other
2020-10-15T20:54:20.254Z,this is god way of testing if i break my no white boy rule or not
2021-11-03T02:24:15.440Z,my hometown is the soy capital of america the ghetto at least demands some masculinity of you but in militant soyburbia boy do they crack the whip when they smell heresy on you
2022-01-18T11:54:01.205Z,explicit terrorist imagery that means no more exposing what muzzies are doing
2021-06-17T18:41:23.802Z,girl fuck you too
2021-09-14T09:10:01.943Z,no you do not jewish israel4jewish people you wish you had but you have the nt like ur leaders instructed you can not dance weddings with arse so we jews have the original book because like moham the arabs you did not have
2021-05-21T08:30:56.215Z,preserved sea salt of the day ahi tuna root veggie and brown rice jam tea white rice and cream elote
2021-05-13T18:30:11.075Z,man said dark skins should be raped and we should accept his apology because he apologised before brudda you should be kweffed
2022-03-16T23:56:40.525Z,ok there was a live action movie of eletra woman and dyna girl so gay
2021-04-23T06:08:13.149Z,trump will be removed and mark cuban will win unless some fat negro woman tries to take office mark cuban is a guaranteed win
2021-11-10T21:33:01.242Z,if muslims are the only real men in white lands the only ones with the balls to show young hot pussy who boss then muslim men will rule and whites will cease to exist as they already did in byzantium
2021-05-02T22:21:14.542Z,murray is a soft spoken middle of the road pozzed cuck who wrote one book about a large topic that had one single chapter covering the depth of nigger stupidity as probable by hard numbers one chapter and he been considered grand wizard of kk by left ever since
2021-07-03T04:33:08.261Z,what an absolutely beautiful video this is germany under hitler was as close to paradise as the beleagurd goyim shall ever see the jews won ww1 and ww2 the jews are now orchestrating ww3 godspeed my friends i love you
2021-03-06T14:16:19.045Z,i thought wendy wasserman schultz was one ugly jewess where do they dig these disgusting jews up from they are caricatures of humans michellewolf journalists killjournalists
2021-05-23T09:48:07.073Z,it has not done naz shah vile muslim mp any harm for liking a tweet telling raped white children by paki muslins to keep their mouths shut for diversity has it fucking paedophile labour party
2020-12-15T13:44:43.300Z,i can not tell one sand nigger from the next
2022-04-14T19:56:53.154Z,folks behold the kind of retard who would let america become mexico and let the constitution be shredded via mass voting by mestizo and african hordes just so long as he is not called a racist because you know mestizos just love free stuff i mean freedom
2021-03-16T10:52:59.368Z,cuz all turkey can do is just playing with immigrants
2020-08-13T07:22:39.357Z,the refusees are nignogs not arabs usually
2021-07-07T22:02:00.414Z,dapping up your skinny homies is annoying man you got to be ready for a powerful embrace stop stumbling bro you scaring the women
2021-03-06T14:36:34.133Z,but even if they did does not that just prove that women are too sensitive to words breakingstereotypes
2020-10-21T01:53:49.982Z,innocent refugees are just looking to work hard and haiti has some wonderful opportunities in construction and skilled trades also bartending for past their prime celebrities on vacation is a hot trend conaninhaiti
2021-04-01T06:43:02.788Z,and then suddenly she is not yo hoe no mo
2020-11-29T02:52:11.532Z,gndmdm my classmate asked me if my wallpaper was my drawing i have a drawing of asami as my wallpaper now and it is f gay and i was like ah no but i like the character lmao
2022-02-02T10:01:33.242Z,that just means your professor a little bitch lmao
2020-09-26T17:57:43.238Z,and this is why zionist hate him and want to destroy russia they kicked out the big banks owned by kenite jews russia is literally the last vestige of white values left in the world
2021-01-30T01:00:59.505Z,what you nazi faggots keep telling me is you are about gabs then you puss out run gump
2020-07-31T07:05:38.261Z,the somalian immigrant worries about his gibs what little amount of worry his puny frontal lobes allow him to have since he is literally unable to think of the future as he assaults the respectable hard working white people whose taxes will pay for his generous gibs
2021-12-17T05:54:21.092Z,no doubt it hard to talk when she taking a load in her mouth with old harveyweinstein what some nasty women them bitches are
2021-06-11T15:11:01.884Z,that a retarded way to look at it enjoy being a depressive idiot
2021-04-22T06:44:46.117Z,why do they all look the same
2022-01-04T18:22:49.668Z,strong words for a white boy to be telling a native american
2021-06-29T03:49:50.523Z,strikes what israel is too small for immigrants
2021-03-22T16:15:56.164Z,she the definition of a bad bitch
2021-11-17T05:39:39.341Z,ooh ight fuck dat bitch
2020-08-24T11:04:19.819Z,what would you do if you found out your husband or wife was gay this is something that is increasingly happening to couples all over the country and many end up divorcing so that the gay spouse can freely pursue a gay lifestyle michael snyder
2021-12-15T13:11:43.030Z,totally ruined by using a soyboy entertainer married to a kike instead of rowdy roddy piper
2022-02-14T01:29:08.569Z,arabella sending wedding cake slices to anny and sarah with a message saying in remembrance of good advice she really is that bitch i love it
2020-11-26T22:43:17.524Z,escape from the ghetto of grievance culture and permanent victimhood take the green pill and croak your free speech on gab
2021-12-02T20:20:50.570Z,burgemeester aboutaleb neemt geen afstand van uitspraken ik ben een beetje salafist en elke moslim is een beetje salafist so of our mayors says he is a little bit salafist every moslim is a little when will the netherlands wake up
2022-02-15T06:00:17.143Z,the really funny part is that if niggers did not read about the white museum lady on twitter the dumb niggers would never even know about it niggers go to the museum about half as often as they take a baff
2022-02-07T04:57:41.952Z,vontaze burfict would be playing had he raped or smacked a bitch
2021-01-26T01:41:13.496Z,i was just thinking this must be the case you can probably make bank selling fake empowerment to women through self defence classes
2020-05-15T05:29:42.206Z,if white people should be ashamed for our forfathers slavery then why do arabs get a free pass they are still doing it
2021-10-09T03:48:13.579Z,just keep kissing his white ass
2021-05-29T16:49:22.945Z,fucking kill yourself
2020-06-04T15:51:11.173Z,i hate you bitch i really fucking hate you hoe make me sick asf
2022-01-19T02:57:14.224Z,police are reporting they are on the look out for moslem convert terror suspect al samel haeed
2021-06-09T01:07:23.993Z,yes terrorism and hate is islam
2021-12-13T00:58:41.303Z,white washed asians are so stuck up and rude fuck you ching chong china lady
2021-04-22T02:29:44.220Z,faggots are always going be faggots
2022-03-27T21:38:26.908Z,i might sound annoyed but i am actually super relieved that i will never have to hear anyone compare this to the holocaust or some other shit again
2022-02-19T20:21:51.586Z,who pussy would be better anne coulter or laura ingrahm both would be good to talk nasty to when i am breeding with them give laura a proper white baby then talk hatred of the nigger with anne coulter
2022-02-01T08:47:04.361Z,figures a fat coon liberal
2020-10-01T03:20:54.274Z,anyone watching o reilly the swedish reporter anne sofie naslund is totally delusional pretty damn odd rape violence is up in sweden after they took in thousands of muslim refugees give me a break
2022-02-03T14:44:23.146Z,muhammad was a faggot like you muhammad is protected by the state that you worship because saudi arabia buys out politicians now go suck muslim dick
2022-01-31T03:27:36.582Z,yeah i am a faggot and what are you disrespectful id rather be a faggot than a disrespectful child any day
2020-06-03T11:31:18.701Z,nowonair reachrequestshow rrs with tunein np ghetto love i am going to owerri music newmusic
2021-07-28T10:45:17.279Z,if bitchslapping means ridiculing telling them off am all for it they ought to start by taking a red pill and be asked what their position on the migrant gang rape of a defenseless women in a wheelchair is
2022-01-06T13:37:50.831Z,president trump should not recieve kike netanyahu either and should not acknowledge israel as a country either and should exterminate all jews as well
2020-10-29T12:15:33.227Z,wtf is a sheenie
2021-10-12T07:35:21.804Z,tired i can not support abortion from a moral standpoint wired i can support it morally easy stop looking at those little niglets as future doctors and see them for what they really are future rapists of white women and future welfare recipient of white tax dollars and future democrat voters
2021-12-25T05:33:31.133Z,there is nothing negotiable nor debatable with having jews and degenerates anywhere near natsoc agreed
2022-04-29T00:04:42.633Z,screw you you homophobic asshole
2021-07-02T01:19:19.120Z,i am sorry if this upsets someone but honestly to whoever started the leaks we support toni storm
2020-07-04T18:06:05.860Z,if women were so brave they would do their march in saudi arabia maga gabfam
2022-01-17T10:01:58.471Z,i thought it was because they wanted to be prettier than the liberal women
2021-08-08T06:03:52.103Z,why the surprise he is protecting is fellow mudslimes
2020-09-20T22:09:06.072Z,we have a plague of somali and sudanese terrorising whole suburbs of melbourne victoria and the police say there is no african gang problem but a youth problem these are the same idiots who think there is no muslim terrorist problem they hide their identity because they are afraid
2021-10-18T18:47:24.479Z,i really fucking hate you i really genuenly fucking hate you
2021-04-26T17:03:52.610Z,spss is a fucking joke
2022-02-18T14:10:44.004Z,sail foam as in yo mayne ah beez fixing to axe dat muhfuggin nigger whaa ahh kaynt git me mah new sail foam muhfugga sheeit
2021-08-07T19:13:13.337Z,i hate arabs
2021-01-16T11:15:56.085Z,same with all the paki rape gangs how can it be so pervasive without total support from cops courts and cunts in politics i also ask how can everybody in a town not be aware of the rape house with fucking pakis standing a queue out front
2020-08-12T15:49:27.502Z,looks more like white trailer trash
2020-05-22T11:37:08.181Z,you string up a muzzie uk mayor by the neck and the coyotes will back off guaranteed
2020-10-18T20:43:41.441Z,no like dead ass we was in the ghetto last night it was crackin lmfao
2022-01-10T14:53:16.913Z,i do not see how one the historically whitest most uptight countries in the world can suddenly do a complete become the most destructive influences on islam violence denial so welcome to those willing to speak truth
2022-04-22T11:11:16.379Z,nigger thinks there is absolute freedom maybe relatively speaking for billionaires but otherwise no especially for nappy haired ghetto groids
2020-08-13T08:45:13.388Z,using the word feminazi is disrespectful it you attempting to silence and demean women and women equality feminist are just looking for equal rights you apparently have a problem with equal rights
2021-12-04T21:57:21.389Z,wtf why is muslim twitter a thing
2022-01-17T13:02:42.634Z,do not even get me started on taylor swift how many honky tonks did she work in for shit pay to develop her craft oh snap that right she just good looking for tv and can sing karaoke
2021-03-22T11:20:29.684Z,dude you are a fucking idiot skepticism nihilism and trying to gaslight me are not arguments miss me with that kike shit
2021-02-21T15:11:48.378Z,go back to papistan you jihadi
2020-09-28T00:38:40.565Z,amazing how white south africans still manage to look corporate in their swimming costumes
2021-03-28T10:03:52.007Z,shut up you nigger kike learn math niggers commit aggravated assault at a rate that of whites keep eating soy you feminised cuck enjoy being replaced by baboons who will never get to outer space ever again
2020-08-02T03:42:35.641Z,if the kike population equalled the white one the number of jew assaulters would be jews to white ones
2021-09-09T16:37:32.399Z,even if it did happen it did not why are the deaths attributed to the supposed holocaust so much more important than all other deaths throughout history
2022-03-22T12:57:46.554Z,dawn steve doocy fox friends said there are reports the whole syria chem attack was staged correct then the stupid bitch sitting next to him mocked his accurate report swamp is easy to id still its refreshing to see a hint of truth in msm thanks steve qanon
2022-02-03T05:11:29.130Z,anyway you all see these euro niggas dangerous mofuckas
2021-03-20T07:17:44.712Z,london is a rd w ghetto now in many parts thanks to tonyblair the cottager
2021-08-23T03:19:44.645Z,what do muslim women get from allah for being a suicide bomber because mohammad glimpsed hell and said it was full of muslim women serious question
2021-01-13T12:34:47.194Z,one would have to be a total fucking retard to fit a statement in characters this is why twitter has become a melanized ghetto
2022-03-24T22:23:06.245Z,photos from hamas kindergarten graduation hate and incitement against jews arabterror gabfam terror the first victims of palestinian violence are palestinian children
2020-09-16T18:17:43.823Z,i wll bet in that percent names in that list would be muslims
2022-03-28T06:17:54.508Z,fucking hell man yes i know a tall chinaman too why must everyone think anecdotes trump statistics you people are going to kill us all
2021-12-14T06:06:34.081Z,i just want blackpink out of that company
2022-02-04T06:11:18.638Z,henry ford more like henry hated the jews
2021-08-17T23:13:36.165Z,hey curry nigger race traitor kike fucker possible mossad agent fucker did voat die everything stopped working a few hours ago but the site still live
2021-04-15T14:53:22.097Z,unprivating because what is that abusive women going to do report me for swearing mkay love go awf
2021-05-12T16:02:30.587Z,chike ofili it propaganda to say ifeanyi okowa mentioned the name of ipob god chukwuokikeabiama it a lie from pit of hell
2021-06-26T01:44:53.413Z,all these pro white christians should be deported to africa where they belong who would come out against that these subversive pieces of shit take advantage of white civilization while opening the gates for niggers we need standards that the bottom line and these nigger level iqs are dead weight
2021-06-05T09:21:48.012Z,winnie mandela and nelson mandela were communist niggers who along with their kike masters destroyed the once great nation of south africa fuck them and everyone who worships at the altar of egalitarianism
2021-04-13T05:59:48.971Z,anybody have a plan to get kahn the cons muslime ass the fuck out of office yet fuckislam send that sandnigger back to the sandbox part and parcel yeah only after the slime as muslime africans got enough numbers to where they stopped acting civil and revealed their true nature
2022-02-20T08:43:43.413Z,there a rhyme pinch punch first day of the month this is accompanied by pinching and punching whoever it is that you are talking to they can give you a kick and a flick for being too quick or yell white rabbits at you it generally devolves into crying
2022-01-27T22:10:26.210Z,unnecessaryconfessions obama i hire women because they are big fat blabbermouths evelynfarkas susanrice
2021-01-02T18:40:25.613Z,so many meat heads
2021-02-28T15:19:37.265Z,or when a dutch university student board organised a white trash party their words and advertised for it with huge confederate flags
2022-04-25T05:56:22.290Z,rate me from to and rt for a small gift in dm asianslut vcs vcs loli bigboobs
2020-07-17T00:46:32.315Z,new campaign idea go to starbucks with the name caracka pronounce kare acka just to be safe raise hell on social media when the ghetto linguistics call it cracka out of instinct
2021-02-12T05:07:24.220Z,him idc what she says i will grab any woman by the pussy and fuck you brownies and fuck you fags and dykes us he a rapist racist homophobe transphobe you all how can you be so unpatriotic can t you see he is bringing america back to her roots us yup he sure is
2020-06-06T21:29:58.312Z,australia is the poor white trash of asia
2020-12-21T01:05:18.646Z,earlier dr joy crawford addressed the issue of sexual violence which is often not treated as crime in the church but as sin
2020-06-02T21:59:09.476Z,lebron james takes a shot at trump he posed for picture on cover of magazine in white suit with safety pin but now we can say he looks like giant baby in diaper trump maga speakfreely
2020-07-13T01:38:00.851Z,they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe
2021-10-31T07:13:14.039Z,did you hear about the sand nigger lookin guy on the human rights council of australia who used his parliament speaking time to rail against the fast track immigration to the south african whites that was proposed this is far worse than just clown world
2021-05-19T10:04:29.679Z,also do not jews count as white i mean they still get shit on alot
2020-07-03T04:29:40.820Z,thank you for hiding my notifications you living human garbage you communist nazi
2020-06-30T06:54:09.267Z,that thing where you tie one running shoe than get distracted before shoe number two
2022-03-13T03:51:33.865Z,they can not be worse than the hoodrat ratchet black and spic bitches i have dealt with my entire life racist spics and black supremacist ghetto bottom feeders are one of the biggest reasons i am right wing and racist
2021-06-29T15:58:07.666Z,that is sick mj raped those kids and you all are making jokes about it blocked
2021-07-09T10:52:25.860Z,i hate you
2021-02-08T20:15:11.834Z,asking for documentation is not harassment if you can not do your job find another job
2022-04-05T01:36:28.200Z,i be getting nervous for nothing i am that bitch period
2022-02-18T05:34:52.291Z,tossing subs oki dok nigga
2020-12-21T02:40:57.332Z,north hindians amp islamists breed like rats not all
2020-06-07T13:47:12.986Z,they either pick the gimmick light skin bitch or the white boy to profit off of and it never works
2022-01-30T03:28:08.390Z,legal in california killing white women illegal in california drinking raw milk buildkateswall
2021-01-08T16:18:15.680Z,australia used to have an higher iq before we brought over all the southern and eastern europeans and then with the turks and the viets the average kept going down now with muzzies and darkies tacos and curries we are screwed
2020-09-20T01:00:48.635Z,any urgent questions in parliament today about telford do not be such nervous nelly paki moslem child rape gangs are just part parcel etc etc
2021-07-07T05:59:18.638Z,blackpill they are still having babies someone call bill gates operation sterilize the beaners has failed
2021-03-26T13:22:25.891Z,white professors love using literature with the word nigger
2021-05-31T05:16:47.260Z,white coats come along ma am hillary oh i seem to have lost a shoe white coats come along ma am
2020-05-23T17:43:33.824Z,oink oink oink infront of dem nigglets boy
2021-12-18T10:38:15.524Z,ft tall beaner women still dispensing beanlets per year each it ogre
2022-04-23T11:08:18.750Z,you do not have to win over nigger and mexican and other third world voters when you have the military and law enforcement and the media the media actually being the easiest to get because you just fucking take it once you have the military just as you take the government
2020-06-05T05:43:19.746Z,you mean illegal immigrants
2020-08-01T06:43:16.148Z,yo not to sound like i am cheating on johnny but black haired taeyong really got me feeling some typa way
2020-10-22T18:03:27.496Z,there are reasons why up until years ago people only built nigger shacks along our southern costal low lands
2021-08-16T18:49:47.131Z,is home of pho bic honda civic tour
2022-03-28T09:53:18.743Z,once the titanium white dominus is released its over for you hoes
2021-11-03T04:19:55.660Z,highlight of my day being shouted at by some randoms in a car for being dressed like a lesbian
2021-03-06T02:43:49.936Z,damon young is the stupid nigger who wants blacks to start barking in white people faces boy is he not going to like the response if he keeps this shit up
2020-10-26T23:38:20.688Z,listen folks i am not normally one to preach but as a white male of privilege i mpcstatusupdates
2021-06-28T01:34:19.974Z,the communists insist shitskin foreign invaders are real americans they can label it any way they want so long as we hurry up and get to the civil war and ethnic cleansing two of my favorite american traditions welcome to the continent
2020-06-16T11:37:19.688Z,they all took a a filthy kike raping selling their sexual and moral soul for money and fame you do not get to take it with you filthy shiksas when you die
2021-12-08T16:39:31.242Z,and i told you at the time as now that your list is info everyone already knows what you are afraid to tackle is the reason behind raghead terrorism as it places all the blame on your precious kikes i say let them both kill each other good riddance
2020-11-15T15:24:47.186Z,putting mustard on macaroni is a thing outside of jail whew chile the ghetto
2020-08-09T12:27:46.336Z,it clearly states that glorifying violence is against the bitchute tos so i guess every heavy metal song ever written is out of the question then as well whatever these people are fucking retarded lol
2021-09-07T08:08:29.811Z,thinking she a pretty decent bitch but she a hoe prolly
2020-09-20T04:31:31.899Z,i did not have my childhood disrupted by forced school busing i was already living in an integrated neighborhood and went to an integrated school but that wasn t good enough so niggers can pull shit like this
2021-02-13T19:22:18.434Z,problem is the jews have infinity niggers at their disposal they have got niggers sand niggers and beaners enough to keep whites busy until you and i are dead
2020-11-12T11:52:59.790Z,niggers dindu and do not do nuffin these apes are beyond just obsolete farm equipment oh and this don lemon monkey is a faggot too
2022-03-31T06:49:06.244Z,charlie daniels twitter assad of syria has said in an interview that there were terrorists among the refugees check it out
2021-04-06T03:05:14.147Z,this is essentially exactly the same as a gang of junior high niggers cornering a couple th grade white kids for lunch money this is succumbing to bullying and whining and the bullies will just come back for more tomorrow white america owes niggers nothing they already have not been gibben
2020-05-11T09:32:20.447Z,you know what you could have done pulled over and checked the bag you mongoloid lol
2020-05-14T21:43:12.550Z,nancy pelosi never said that the wall would violate the rights of illegal immigrants
2020-09-22T06:54:33.444Z,the barbecue sauce comment really affected my psyche but you do not want to fight a gay cannibal
2022-02-13T03:36:32.190Z,tired of all white skinny girls thinking they can be models because they are white and skinny
2021-12-26T09:17:02.121Z,fake conservatives everywhere supporting these refugees scum
2020-05-27T20:49:34.969Z,germany the resistance begins young german women start the campaign decibels the campaign is directed against the imported migrants violence against sexual harassment abuse and rape of women in germany db twitter com dezibel db info
2021-10-11T16:54:45.115Z,prolly heard i am about to hoe from a hoe
2021-02-16T17:50:29.191Z,of course i just wanted to grammar nazi myself i am feeling mildly retarded today
2021-10-15T12:46:27.502Z,as always translated versions have omitted verses to make islam look like a good ideology funny that it wasn t distributed in venezuela perhaps it known it will be used as toilet paper since there is a shortage
2020-08-21T08:31:03.468Z,me being a faggot on campus
2021-01-08T07:16:22.896Z,why only muslim india will not allow any illegal immigrants irrespective of religion there are far more countries where christianity is religion of majority do not give it anti muslim or any religious colour india is open to any muslim who wants to live here as per land of d law
2020-10-02T05:28:50.689Z,litterally standing in line waiting while these two sheboons argue over there fucking allowed ounces of cereal on there wic benefits
2022-02-14T10:32:35.001Z,diversity was never a good thing look at any black run city it is an absolute hell hole and now we have a bunch of uppity niggers trying to penetrate the republican party
2020-12-19T07:12:46.683Z,he totally indifferent to me i just like that he black and gay
2022-01-24T19:02:28.981Z,graph straftaten gegen die sexuelle selbstbestimmung in deutschland von nach pks des bka graph sexual harassment in germany from by latest police statistic
2021-06-23T09:12:16.030Z,little bitch you can not fuck with me if you wanted to
2022-04-03T06:40:42.475Z,exactly even if it is done with malice who cares what someone says about you i am a bigger critic of my self than anyone else could ever be muh snowflakes do not like hate speech though fuggin queers
2021-11-29T19:01:44.992Z,what do you all suppose the likelihood is that the judge is a sandnigger grooming gang customer who rapes little girls or boys
2021-08-05T13:26:55.206Z,i am done posting about muzzies today here a kitteh instead
2022-01-23T18:36:47.706Z,how you know niggas ain t never live like that but you help them try to give off the image as if but you hoes real tho
2020-06-14T10:35:31.524Z,more good neighbours yes that working out well crime is not skyrocketing or anything have you seen what happens in eu with unchecked immigration swedish women will be raped used to be
2021-07-05T01:30:59.896Z,you look like jean luc picard had aids didn t die and got raped by a camel shutup
2021-06-05T03:19:27.054Z,olympics adam rippon acting like a pozzed faggot is a distraction from the event all he wants is gay dick and it shows in his performance
2021-07-09T12:21:21.910Z,its been long known she is a saudi intel asset tied to the muslim brotherhood
2022-02-09T22:21:12.206Z,god forbid black people tell white bitches about themselves
2020-05-28T22:03:12.673Z,i also call for all canadian to boycott muslim businesses no canadian should support filthy muslim pedophiles their determination to subjugate murder all christians replace our white population with shit skin muslims
2022-02-09T23:29:58.350Z,we must allow refugees to invest in the real economy not one propped by donors this is a solid wake up call
2020-12-14T13:49:20.041Z,my sign civilized people live in this area and moslems are considered filthy wiping ass with bare hands shitting in public etc stay away from non moslem lands
2021-10-02T10:57:41.332Z,msm tatics if shooter is not white bitch about gun control if white use the nazi angle blame trump and probably roll out gabby giffords and the usual suspects
2021-01-30T05:08:12.259Z,a negress too dumb to fuck has a scant chance of understanding anything beyond the size of a dick
2022-01-20T12:11:10.809Z,i think he missing a trick here the jews are the biggest threat to america short medium and long term there will not even be an america if their clear and present danger is not dealt with by the us defense forces homeland security dept of immigration etc
2020-11-13T04:20:16.904Z,this asswipe is always where the violence happens he must be the ringleader for the nonsense
2020-06-12T07:14:27.027Z,sadly jews have concentrate their extermination of white people un this kind of countries because they hate blond purity for them every white girls have to be gangbanged or raped or stupid enough to have brown subhuman sperm in their womb to make the white genocide by race mixing unstoppable
2020-06-17T13:39:41.385Z,stop being stupid siddarth communties he mentioned are minority in the countries surrounded and they need to be taken in as a refugee muslims are in full majority and need no refugee status stop behaving like kid you are not
2021-12-04T03:03:42.134Z,i thought rachel dolezal was a sexy and thick light skinned bitch and so i gave her a pass that my sin i am not tryna cast shade on women who are not black
2020-06-08T21:24:39.090Z,in canada we have people lining up at food banks vets homeless people sleeping on the streets children going to school hungry every day seniors living in the dark can not afford hydro rates native indians that have not had running water in yrs trudeau crying about queers muslims
